Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
unclassified Moorena,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: PTS sugar transporter subunit IIA domain-containing protein [unclassified Moorena],🟢 Confirmed,WP_229414240.1
Nostoc sp. FACHB-892,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp. FACHB-892],🟢 Confirmed,YCN06774.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455375003.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455223300.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455217452.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455211441.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455209311.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455202895.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455201411.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455199064.1
Kaarinaea lacus,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kaarinaea lacus],🟢 Confirmed,WP_455197546.1
Cyanothece sp. BG0011,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIB [Cyanothece sp. BG0011],🟢 Confirmed,WP_198648277.1
Synechococcus sp. SYN20,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIB [Synechococcus sp. SYN20],🟢 Confirmed,WP_186524646.1
unclassified Nostoc,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Nostoc],🟢 Confirmed,WP_445627494.1
Moorena sp. SIO3A2,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA domain-containing protein [Moorena sp. SIO3A2],🟢 Confirmed,WP_287267960.1
Nostoc sp. DSM 114167,sugar transporter,2.A.1.1,MFS,broad specificity,Sugar transporter [Nostoc sp. DSM 114167],🟢 Confirmed,YAG10334.1
Egbenema bharatensis,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIB [Egbenema bharatensis],🟢 Confirmed,WP_416671683.1
Vacuolonema iberomarrocanum,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Vacuolonema iberomarrocanum],🟢 Confirmed,WP_439342643.1
Vulcanococcus sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Vulcanococcus sp.],🟢 Confirmed,WP_438982772.1
Chroococcidiopsis sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chroococcidiopsis sp.],🟢 Confirmed,WP_438553191.1
Synechococcus sp. WH 8020,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Synechococcus sp. WH 8020],🟢 Confirmed,AKN61043.1
Prototheca bovis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Prototheca bovis],🟢 Confirmed,GAB1854263.1
Chlorogloeopsis sp. ULAP02,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chlorogloeopsis sp. ULAP02],🟢 Confirmed,WP_341996268.1
Nostoc sp. UHCC 0302,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp. UHCC 0302],🟢 Confirmed,WP_341528015.1
Nostoc sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp.],🟢 Confirmed,WP_334903947.1
Nostoc sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp.],🟢 Confirmed,WP_334704600.1
Cyanobium gracile,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Cyanobium gracile],🟢 Confirmed,WP_323356082.1
Anabaena sp. UHCC 0399,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Anabaena sp. UHCC 0399],🟢 Confirmed,WP_323268027.1
Nostoc sp. DedQUE04,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp. DedQUE04],🟢 Confirmed,WP_322707662.1
unclassified Nostoc,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Nostoc],🟢 Confirmed,WP_322697519.1
Prochlorococcus sp. MIT 1314,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1314],🟢 Confirmed,WP_320682238.1
Prochlorococcus sp. MIT 1341,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1341],🟢 Confirmed,WP_320674543.1
Prochlorococcus sp. MIT 1341,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1341],🟢 Confirmed,WP_320674073.1
Prochlorococcus sp. MIT 1307,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1307],🟢 Confirmed,WP_320667968.1
Dendronalium phyllosphericum,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Dendronalium phyllosphericum],🟢 Confirmed,WP_318780856.1
Chroococcidiopsis sp. SAG 2025,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chroococcidiopsis sp. SAG 2025],🟢 Confirmed,WP_317107626.1
Nannochloropsis oceanica,sugar transporter,2.A.1.1,MFS,broad specificity,nucleotide sugar transporter family protein [Nannochloropsis oceanica],🟢 Confirmed,GAB5030722.1
Nannochloropsis oceanica,sugar transporter,2.A.1.1,MFS,broad specificity,pts sugar transporter [Nannochloropsis oceanica],🟢 Confirmed,GAB5031354.1
Nannochloropsis oceanica,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Nannochloropsis oceanica],🟢 Confirmed,GAB5031859.1
Nannochloropsis oceanica,sugar transporter,2.A.1.1,MFS,broad specificity,udp-glc gal endoplasmic reticulum nucleotide sugar transporter [Nannochloropsis oceanica],🟢 Confirmed,GAB5032745.1
Microcoleaceae,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Microcoleaceae],🟢 Confirmed,WP_371357221.1
Cyanophyceae cyanobacterium,sugar transporter,2.A.1.1,MFS,broad specificity,MAG: GRP family sugar transporter [Cyanophyceae cyanobacterium],🟢 Confirmed,GAB4352256.1
Synechococcus sp. CS-1332,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. CS-1332],🟢 Confirmed,WP_311134337.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter [Pseudoscourfieldia marina],🟢 Confirmed,XRB25245.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Pseudoscourfieldia marina],🟢 Confirmed,XRB24635.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pseudoscourfieldia marina],🟢 Confirmed,XRB17433.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pseudoscourfieldia marina],🟢 Confirmed,XRB14254.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,"MFS transporter, SP family, ERD6-like sugar transporter [Pseudoscourfieldia marina]",🟡 Probable/Hypothetical,XRB12706.1
Pseudoscourfieldia marina,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pseudoscourfieldia marina],🟢 Confirmed,XRB12435.1
Pycnococcus provasolii,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pycnococcus provasolii],🟢 Confirmed,XRB09827.1
Pycnococcus provasolii,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter [Pycnococcus provasolii],🟢 Confirmed,XRB04336.1
Pycnococcus provasolii,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pycnococcus provasolii],🟢 Confirmed,XRA98766.1
Pycnococcus provasolii,sugar transporter,2.A.1.1,MFS,broad specificity,"MFS transporter, SP family, ERD6-like sugar transporter [Pycnococcus provasolii]",🟡 Probable/Hypothetical,XRA98227.1
Pycnococcus provasolii,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Pycnococcus provasolii],🟢 Confirmed,XRA97972.1
Kamptonema sp. PCC 6506,sugar transporter,2.A.1.1,MFS,broad specificity,Sugar transporter SemiSWEET [Kamptonema sp. PCC 6506],🟢 Confirmed,CAI7981769.1
Leptolyngbya sp. 7M,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Leptolyngbya sp. 7M],🟢 Confirmed,WP_211625280.1
Limnothrix sp. PR1529,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Limnothrix sp. PR1529],🟢 Confirmed,WP_158234406.1
Synechococcus sp. BIOS-E4-1,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Synechococcus sp. BIOS-E4-1],🟢 Confirmed,WP_186539941.1
Limnothrix sp. BL-A-16,sugar transporter,2.A.1.1,MFS,broad specificity,MAG: GRP family sugar transporter [Limnothrix sp. BL-A-16],🟢 Confirmed,XGV86060.1
unclassified Limnothrix,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: GRP family sugar transporter [unclassified Limnothrix],🟢 Confirmed,WP_190404981.1
Anabaena sp. FACHB-595,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Anabaena sp. FACHB-595],🟢 Confirmed,XPT25233.1
Anabaena sp. FACHB-709,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Anabaena sp. FACHB-709],🟢 Confirmed,XPT17442.1
Leptolyngbya sp. O-77,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIBC [Leptolyngbya sp. O-77],🟢 Confirmed,WP_286132609.1
Synechococcus sp. UW179A,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Synechococcus sp. UW179A],🟢 Confirmed,WP_114993177.1
unclassified Limnothrix,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: GRP family sugar transporter [unclassified Limnothrix],🟢 Confirmed,WP_190531568.1
Egbenema bharatensis FJBBOT/2019,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Egbenema bharatensis FJBBOT/2019],🟢 Confirmed,XPB23005.1
Dendronalium sp. ChiSLP03b,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Dendronalium sp. ChiSLP03b],🟢 Confirmed,WP_322657667.1
Kovacikia minuta,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Kovacikia minuta],🟢 Confirmed,WP_224343453.1
Planktothrix agardhii,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Planktothrix agardhii],🟢 Confirmed,WP_202807853.1
Synechococcus sp. W2B2,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. W2B2],🟢 Confirmed,XOJ07905.1
Synechococcus sp. A10-1-5-9,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. A10-1-5-9],🟢 Confirmed,XOI96653.1
Scytonema sp. PCC 10023,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Scytonema sp. PCC 10023],🟢 Confirmed,WP_414581908.1
unclassified Cyanobium,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Cyanobium],🟢 Confirmed,WP_255010604.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_081215620.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_081215529.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_041484711.1
Prochlorococcus marinus,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus marinus],🟢 Confirmed,WP_032524752.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_032518351.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_011376820.1
Synechococcus sp. MIT S9507,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. MIT S9507],🟢 Confirmed,WP_413746334.1
Prochlorococcus sp. MIT 1011,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1011],🟢 Confirmed,WP_413683963.1
Prochlorococcus sp. MIT 0916,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 0916],🟢 Confirmed,WP_413678327.1
unclassified Synechococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Synechococcus],🟢 Confirmed,WP_413402503.1
Prochlorococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Prochlorococcus],🟢 Confirmed,WP_032512939.1
unclassified Synechococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Synechococcus],🟢 Confirmed,WP_006041788.1
Synechococcus sp. MIT S1220,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. MIT S1220],🟢 Confirmed,WP_413440173.1
Prochlorococcus marinus,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus marinus],🟢 Confirmed,WP_413391722.1
Prochlorococcus sp. MIT 1201,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Prochlorococcus sp. MIT 1201],🟢 Confirmed,WP_413360659.1
Synechococcus sp. MIT S9503,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. MIT S9503],🟢 Confirmed,WP_413325771.1
Synechococcus sp. MIT S9452,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. MIT S9452],🟢 Confirmed,WP_413295263.1
Aerosakkonema,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [Aerosakkonema],🟢 Confirmed,WP_374795225.1
Vulcanococcus limneticus,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Vulcanococcus limneticus],🟢 Confirmed,WP_411874744.1
Vulcanococcus limneticus,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Vulcanococcus limneticus],🟢 Confirmed,WP_411868089.1
Synechococcus sp. UW140,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. UW140],🟢 Confirmed,WP_341880628.1
Synechococcus sp. UW106,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. UW106],🟢 Confirmed,WP_170951261.1
unclassified Nostoc,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: SemiSWEET family sugar transporter [unclassified Nostoc],🟢 Confirmed,WP_334813176.1
Chrysosporum bergii,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chrysosporum bergii],🟢 Confirmed,WP_280654748.1
Synechococcus sp. UW140,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus sp. UW140],🟢 Confirmed,WP_341884063.1
Halomicronema hongdechloris,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Halomicronema hongdechloris],🟢 Confirmed,WP_080805781.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter protein [Chloropicon roscoffensis],🟢 Confirmed,XKU22823.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Chloropicon roscoffensis],🟢 Confirmed,XKU17747.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,MFS sugar transporter [Chloropicon roscoffensis],🟢 Confirmed,XKU15912.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,MFS sugar transporter [Chloropicon roscoffensis],🟢 Confirmed,XKU13554.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,bidirectional sugar transporter SWEET [Chloropicon roscoffensis],🟢 Confirmed,XKU09601.1
Chloropicon roscoffensis,sugar transporter,2.A.1.1,MFS,broad specificity,MFS sugar transporter [Chloropicon roscoffensis],🟢 Confirmed,XKU06995.1
Cyanobium sp. Aljojuca 7A6,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Cyanobium sp. Aljojuca 7A6],🟢 Confirmed,WP_254964705.1
Cyanobium sp. La Preciosa 7G6,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Cyanobium sp. La Preciosa 7G6],🟢 Confirmed,WP_396094992.1
Parasynechococcus sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Parasynechococcus sp.],🟢 Confirmed,WP_392347841.1
Chlorogloeopsis fritschii PCC 6912,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chlorogloeopsis fritschii PCC 6912],🟢 Confirmed,XIA55773.1
Chlorogloeopsis fritschii PCC 6912,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chlorogloeopsis fritschii PCC 6912],🟢 Confirmed,XIA52961.1
Chlorogloeopsis fritschii PCC 9212,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chlorogloeopsis fritschii PCC 9212],🟢 Confirmed,XIA49012.1
Chlorogloeopsis fritschii PCC 9212,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Chlorogloeopsis fritschii PCC 9212],🟢 Confirmed,XIA46336.1
Synechococcus lacustris,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Synechococcus lacustris],🟢 Confirmed,WP_390625588.1
Microseira sp. BLCC-F43,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Microseira sp. BLCC-F43],🟢 Confirmed,WP_374878377.1
