Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334970029.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334968924.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334965189.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334961182.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334955545.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334948941.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334945967.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334937893.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334936993.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334930989.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334925066.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334920900.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334908000.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334907339.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334903070.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334901498.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334895343.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334889624.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334887650.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334880232.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334877692.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334868974.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334864694.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334856876.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334855400.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334846344.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334845651.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334841214.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334837169.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334829189.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334823409.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334822726.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334813466.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334811047.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334801801.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334795747.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334791742.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334786462.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334778545.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334772356.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334762943.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334759987.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334743319.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334734735.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334731498.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334722166.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334720452.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334718343.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334712774.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334708463.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334705161.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334704248.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334696368.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_334688129.1
Scytonema sp. PRP1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Scytonema sp. PRP1],🟢 Confirmed,WP_332994449.1
Microcoleus sp. A003_D6,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Microcoleus sp. A003_D6],🟢 Confirmed,WP_332977779.1
Microcystis aeruginosa FBCC-A68,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa FBCC-A68],🟢 Confirmed,XTX25699.1
Microcystis ichthyoblabe FBCC-A1114,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis ichthyoblabe FBCC-A1114],🟢 Confirmed,XTX20430.1
Microcystis protocystis FBCC-A270,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis protocystis FBCC-A270],🟢 Confirmed,XTX16007.1
Crocosphaera sp. Alani8,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera sp. Alani8],🟢 Confirmed,WP_342057425.1
Chlorogloeopsis sp. ULAP02,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Chlorogloeopsis sp. ULAP02],🟢 Confirmed,WP_341999325.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335233725.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335224677.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335197183.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335196855.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335196854.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335195096.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335187284.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335185612.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335178667.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335101705.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335091666.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335061481.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335039422.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335035550.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335035047.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335022373.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335008124.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_335005170.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334954423.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334934419.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334926539.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334913111.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334905203.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334900574.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334895271.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334844545.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334837835.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334772884.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334735211.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334717939.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_334700779.1
Tumidithrix elongata,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Tumidithrix elongata],🟢 Confirmed,WP_330483242.1
Crocosphaera sp. UHCC 0190,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera sp. UHCC 0190],🟢 Confirmed,WP_323303041.1
Crocosphaera sp. XPORK-15E,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera sp. XPORK-15E],🟢 Confirmed,WP_323290310.1
Nostoc sp. DedQUE12b,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE12b],🟢 Confirmed,WP_322735721.1
Nostoc sp. ChiQUE01b,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. ChiQUE01b],🟢 Confirmed,WP_322729746.1
Nostoc sp. ChiQUE02,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. ChiQUE02],🟢 Confirmed,WP_322718983.1
Nostoc sp. DedQUE04,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE04],🟢 Confirmed,WP_322706856.1
Nostoc sp. DedQUE04,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE04],🟢 Confirmed,WP_322703674.1
Nostoc sp. DedSLP03,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedSLP03],🟢 Confirmed,WP_322695506.1
Nostoc sp. DedSLP03,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedSLP03],🟢 Confirmed,WP_322692142.1
Nostoc sp. DedSLP04,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedSLP04],🟢 Confirmed,WP_322691550.1
Nostoc sp. DedSLP04,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedSLP04],🟢 Confirmed,WP_322688715.1
unclassified Nostoc,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Nostoc],🟢 Confirmed,WP_322670424.1
Nostoc sp. DedQUE09,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE09],🟢 Confirmed,WP_322664402.1
Nostoc sp. DedQUE09,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE09],🟢 Confirmed,WP_322664400.1
Nostoc sp. DedQUE09,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE09],🟢 Confirmed,WP_322664125.1
unclassified Roseofilum,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Roseofilum],🟢 Confirmed,WP_318732944.1
Roseofilum sp. Guam,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Roseofilum sp. Guam],🟢 Confirmed,WP_318727918.1
unclassified Roseofilum,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Roseofilum],🟢 Confirmed,WP_318699651.1
Chroococcidiopsis sp. SAG 2025,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Chroococcidiopsis sp. SAG 2025],🟢 Confirmed,WP_317107590.1
Leptolyngbya sp. 7M,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. 7M],🟢 Confirmed,WP_211625406.1
Aliinostoc sp. HNIBRCY26,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aliinostoc sp. HNIBRCY26],🟢 Confirmed,WP_427158836.1
Aliinostoc sp. HNIBRCY26,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aliinostoc sp. HNIBRCY26],🟢 Confirmed,XTB90831.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4174356.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4186712.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4195151.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4198208.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4203282.1
Coleofasciculaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Coleofasciculaceae cyanobacterium],🟢 Confirmed,GAB4204720.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4366954.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4375707.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4375701.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4381465.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4381950.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4384091.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4229208.1
Oscillatoriaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Oscillatoriaceae cyanobacterium],🟢 Confirmed,GAB4300269.1
Pleurocapsa sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Pleurocapsa sp.],🟢 Confirmed,GAB4524619.1
Pleurocapsa sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Pleurocapsa sp.],🟢 Confirmed,GAB4526254.1
Leptolyngbyaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Leptolyngbyaceae cyanobacterium],🟢 Confirmed,GAB4330870.1
Leptolyngbyaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Leptolyngbyaceae cyanobacterium],🟢 Confirmed,GAB4330547.1
Leptolyngbyaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Leptolyngbyaceae cyanobacterium],🟢 Confirmed,GAB4337030.1
Leptolyngbyaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Leptolyngbyaceae cyanobacterium],🟢 Confirmed,GAB4338123.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4464714.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4465010.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4475378.1
Elainellaceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Elainellaceae cyanobacterium],🟢 Confirmed,GAB4477802.1
Geminocystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Geminocystis sp.],🟢 Confirmed,GAB4306135.1
Geminocystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Geminocystis sp.],🟢 Confirmed,GAB4310420.1
Geminocystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Geminocystis sp.],🟢 Confirmed,GAB4319424.1
Geminocystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Geminocystis sp.],🟢 Confirmed,GAB4323836.1
Stanieria sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Stanieria sp.],🟢 Confirmed,GAB4229438.1
Stanieria sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Stanieria sp.],🟢 Confirmed,GAB4232681.1
Stanieria sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Stanieria sp.],🟢 Confirmed,GAB4235391.1
Stanieria sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Stanieria sp.],🟢 Confirmed,GAB4239502.1
Cyanophyceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Cyanophyceae cyanobacterium],🟢 Confirmed,GAB4356938.1
Cyanophyceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter substrate-binding protein [Cyanophyceae cyanobacterium],🟢 Confirmed,GAB4357459.1
Cyanophyceae cyanobacterium,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Cyanophyceae cyanobacterium],🟢 Confirmed,GAB4358927.1
Leptolyngbya sp. NK1-12,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. NK1-12],🟢 Confirmed,WP_316437016.1
Tumidithrix helvetica PCC 7403,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Tumidithrix helvetica PCC 7403],🟢 Confirmed,CAN1209401.1
Tumidithrix helvetica PCC 7403,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease [Tumidithrix helvetica PCC 7403],🟢 Confirmed,CAN1209824.1
Tumidithrix helvetica PCC 7403,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Tumidithrix helvetica PCC 7403],🟢 Confirmed,CAN1210193.1
Tumidithrix helvetica PCC 7403,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Tumidithrix helvetica PCC 7403],🟢 Confirmed,CAN1212702.1
Scytonema sp. NUACC21,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Scytonema sp. NUACC21],🟢 Confirmed,GAB1538464.1
Scytonema sp. NUACC21,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Scytonema sp. NUACC21],🟢 Confirmed,GAB1539538.1
Scytonema sp. NUACC21,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Scytonema sp. NUACC21],🟢 Confirmed,GAB1539790.1
Scytonema sp. NUACC21,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Scytonema sp. NUACC21],🟢 Confirmed,GAB1543202.1
